"GEO_ID","NAME","H001001",
"Geography","Geographic Area Name","Total",
"1500000US060855038021","Block Group 1, Census Tract 5038.02, Santa Clara County, California","894",
"1500000US060855038022","Block Group 2, Census Tract 5038.02, Santa Clara County, California","241",
"1500000US060855038023","Block Group 3, Census Tract 5038.02, Santa Clara County, California","335",
"1500000US060855038024","Block Group 4, Census Tract 5038.02, Santa Clara County, California","825",
"1500000US060855038031","Block Group 1, Census Tract 5038.03, Santa Clara County, California","821",
"1500000US060855038032","Block Group 2, Census Tract 5038.03, Santa Clara County, California","544",
"1500000US060855038041","Block Group 1, Census Tract 5038.04, Santa Clara County, California","667",
"1500000US060855038042","Block Group 2, Census Tract 5038.04, Santa Clara County, California","333",
"1500000US060855038043","Block Group 3, Census Tract 5038.04, Santa Clara County, California","605",
"1500000US060855039021","Block Group 1, Census Tract 5039.02, Santa Clara County, California","459",
"1500000US060855039022","Block Group 2, Census Tract 5039.02, Santa Clara County, California","260",
"1500000US060855039023","Block Group 3, Census Tract 5039.02, Santa Clara County, California","308",
"1500000US060855039024","Block Group 4, Census Tract 5039.02, Santa Clara County, California","463",
"1500000US060855039031","Block Group 1, Census Tract 5039.03, Santa Clara County, California","599",
"1500000US060855039032","Block Group 2, Census Tract 5039.03, Santa Clara County, California","321",
"1500000US060855040011","Block Group 1, Census Tract 5040.01, Santa Clara County, California","426",
"1500000US060855040012","Block Group 2, Census Tract 5040.01, Santa Clara County, California","489",
"1500000US060855040013","Block Group 3, Census Tract 5040.01, Santa Clara County, California","599",
"1500000US060855040021","Block Group 1, Census Tract 5040.02, Santa Clara County, California","673",
"1500000US060855040022","Block Group 2, Census Tract 5040.02, Santa Clara County, California","694",
"1500000US060855041011","Block Group 1, Census Tract 5041.01, Santa Clara County, California","340",
