"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US06085501600","Census Tract 5016, Santa Clara County, California","2203","181","29408","10094","54.9","7.2","39623","5438","5.8","4.6","45000","79173","0.0","1.8","-","-222222222","18.1","6.3","10652","8166","0.0","1.8","-","-222222222","17.4","6.1","32847","20424","3.8","3.0","20541","2877","37.6","8.0","33867","10387","38.1","7.2","41250","15823","21.9","6.7","14457","14704","42.2","8.6","33009","16903","27.7","6.9","47619","16346","8.2","3.2","28090","16818","833","177","33750","21729","47.9","13.1","21339","17824","52.1","13.1","43696","20241","64.1","13.0","44375","13282","26.8","13.0","15542","11856","9.1","7.2","172625","179072","1370","211","25152","5749","25.3","8.5","26563","22781","19.0","7.5","33718","20528","6.4","5.3","2,500-","-333333333","74.7","8.5","24897","5267","45.6","10.6","22580","7591","29.1","9.9","27386","32780","30.6","-888888888.0","(X)","-888888888","33.1","-888888888.0","(X)","(X)","25.2","-888888888.0","(X)","(X)",
"1400000US06085501700","Census Tract 5017, Santa Clara County, California","1205","103","40924","7304","51.5","8.6","47096","6908","2.6","2.8","29653","50989","0.0","3.3","-","-222222222","3.3","2.5","19808","31562","0.0","3.3","-","-222222222","41.1","8.5","31823","10283","1.5","1.4","54286","268178","77.3","6.1","42417","8839","17.0","5.3","42031","33778","6.3","4.5","32386","18870","52.6","8.6","40167","11501","26.2","6.5","57250","9526","14.9","4.7","25221","11419","927","117","45257","10072","63.8","7.8","32390","15080","36.2","7.8","61731","23248","58.9","9.6","55813","8449","20.2","9.3","30903","19128","20.9","8.3","29306","13962","278","94","27738","8413","54.7","18.7","23929","10709","38.8","15.6","18750","11804","15.8","14.3","28833","34082","45.3","18.7","35938","17360","36.3","18.4","33750","28671","9.0","11.6","38355","10791","35.7","-888888888.0","(X)","-888888888","35.8","-888888888.0","(X)","(X)","30.2","-888888888.0","(X)","(X)",
"1400000US06085501800","Census Tract 5018, Santa Clara County, California","1628","81","82317","19404","65.1","7.6","90313","24384","1.3","1.5","27614","48108","0.0","2.4","-","-222222222","4.2","3.0","15500","169506","0.4","0.9","-","-222222222","21.7","7.2","43125","35273","7.3","4.4","99260","14860","47.1","6.6","61667","39924","48.7","6.7","106406","40926","2.1","2.3","17188","37815","44.7","6.9","93802","36579","40.2","7.1","101078","13217","13.0","3.7","27357","10040","1152","113","82083","30684","51.3","10.1","69613","32975","48.7","10.1","100123","30437","64.1","11.0","116932","44935","19.5","9.3","68065","23190","16.3","8.5","42396","72301","476","115","62500","19625","41.8","14.8","23661","31455","38.2","13.6","40250","39849","3.6","5.7","-","-222222222","58.2","14.8","73375","46045","33.4","14.8","61927","17651","24.8","15.3","99444","74939","25.2","-888888888.0","(X)","-888888888","21.5","-888888888.0","(X)","(X)","32.1","-888888888.0","(X)","(X)",
"1400000US06085501900","Census Tract 5019, Santa Clara County, California","1868","91","54083","10645","54.1","6.9","64831","10859","9.0","4.4","40331","38977","0.9","1.0","9861","109886","18.2","4.7","102759","47411","0.0","2.1","-","-222222222","15.7","6.1","46864","13436","2.0","1.8","106417","40831","25.9","6.6","45023","18735","46.4","6.7","70449","14520","5.7","4.1","46006","25474","45.7","6.6","78563","13424","28.1","5.3","62684","23826","20.4","4.5","25139","10768","975","145","58688","12985","50.3","9.9","52831","11590","49.7","9.9","91681","25882","68.7","9.0","64257","23833","16.3","7.7","53458","46250","15.0","8.3","47200","11892","893","148","46424","11694","47.6","9.0","30114","13963","37.7","8.6","25231","11840","9.9","5.5","86944","57242","52.4","9.0","69250","29097","40.6","10.4","47450","39866","11.8","6.3","95795","7141","25.0","-888888888.0","(X)","-888888888","31.7","-888888888.0","(X)","(X)","17.7","-888888888.0","(X)","(X)",
"1400000US06085502001","Census Tract 5020.01, Santa Clara County, California","2092","105","51567","4508","61.0","9.1","52552","9277","1.1","1.2","30385","33335","1.4","2.3","-","-222222222","12.3","6.1","76094","70553","0.0","1.9","-","-222222222","19.8","9.0","42542","35543","4.3","4.1","63605","11978","42.1","9.1","44148","12838","43.1","8.7","54028","12570","0.9","1.1","20000","9733","49.1","7.5","53271","12078","40.9","8.0","54219","19482","9.2","3.8","16458","12285","1062","153","39810","25971","48.7","12.7","44625","79761","51.3","12.7","36964","32015","63.9","11.8","87438","29227","14.0","8.4","24018","16005","22.0","11.7","32083","22254","1030","159","52672","6186","41.5","11.4","34438","36225","31.7","9.7","24167","17105","9.8","10.2","69253","153369","58.5","11.4","53691","10203","48.6","11.1","53015","6198","9.9","6.2","87819","37357","19.5","-888888888.0","(X)","-888888888","15.2","-888888888.0","(X)","(X)","16.3","-888888888.0","(X)","(X)",
"1400000US06085502002","Census Tract 5020.02, Santa Clara County, California","1579","102","37396","7046","52.2","7.3","41563","14436","5.3","3.3","75573","31723","0.0","2.5","-","-222222222","3.1","2.1","43313","19485","1.0","1.3","16818","139383","33.9","7.6","34216","7063","4.5","3.7","21023","34999","59.0","6.9","33246","7097","31.2","5.6","42852","8079","7.3","3.7","37880","10724","48.6","7.1","41782","9690","30.3","8.0","32611","19847","13.9","4.2","25054","15207","976","154","33000","14004","65.8","9.8","25476","6649","34.2","9.8","53269","22107","56.5","11.5","39413","8287","33.9","10.8","23955","2318","9.6","5.2","70741","38037","603","135","35104","13868","45.1","13.9","18851","6284","35.8","12.4","16987","3826","9.3","7.5","40521","8713","54.9","13.9","59034","17679","30.7","11.5","27386","22164","24.2","11.4","75833","50464","31.9","-888888888.0","(X)","-888888888","31.3","-888888888.0","(X)","(X)","23.2","-888888888.0","(X)","(X)",
"1400000US06085502101","Census Tract 5021.01, Santa Clara County, California","1945","82","76369","17160","69.9","6.2","86474","9929","0.0","2.0","-","-222222222","0.9","1.1","2,500-","-333333333","16.6","5.0","73958","26977","0.8","1.3","-","-222222222","10.3","4.3","54598","19772","1.5","1.3","96932","172533","16.3","4.7","38510","13425","63.2","6.1","93375","13335","1.8","2.1","86823","1959","34.7","5.1","95568","26418","41.9","4.1","91094","17696","21.6","4.0","39417","7534","1046","103","90938","13837","39.3","7.4","69402","14547","60.7","7.4","98424","10039","81.8","6.8","96087","12974","13.7","6.1","83194","55646","4.5","3.7","87614","76431","899","116","53115","14771","57.0","12.2","49091","14292","40.4","9.5","38664","15523","16.6","10.9","110224","65429","43.0","12.2","54464","31602","32.8","10.8","39601","18311","10.2","6.8","108417","58205","27.3","-888888888.0","(X)","-888888888","28.1","-888888888.0","(X)","(X)","26.4","-888888888.0","(X)","(X)",
"1400000US06085502102","Census Tract 5021.02, Santa Clara County, California","2649","118","43814","4705","56.8","5.6","43009","6681","9.1","4.6","44286","13884","0.4","0.7","-","-222222222","15.4","4.3","54688","28881","0.0","1.5","-","-222222222","16.8","5.1","33250","20048","1.5","1.9","72031","40906","34.1","5.8","32346","8500","41.7","5.3","49545","24170","6.2","3.9","28380","17342","58.1","6.2","44149","8397","28.8","4.6","55324","12035","7.0","3.2","39779","20185","1526","162","43542","9573","62.6","8.0","35994","10483","37.4","8.0","59931","17843","71.4","10.2","55634","17180","16.3","8.0","25706","14334","12.3","7.5","43368","18429","1123","176","44255","11181","42.7","11.8","41500","12719","32.6","11.6","31822","13801","10.2","7.2","141510","37868","57.3","11.8","55096","25535","45.1","11.9","39200","29468","12.2","8.1","85353","39399","36.8","-888888888.0","(X)","-888888888","41.7","-888888888.0","(X)","(X)","30.0","-888888888.0","(X)","(X)",
"1400000US06085502201","Census Tract 5022.01, Santa Clara County, California","2701","123","65156","11621","57.7","6.1","52961","13471","7.3","3.1","37377","72656","0.7","1.1","-","-222222222","19.2","4.4","77072","12094","0.4","0.7","-","-222222222","11.5","5.4","78221","9936","3.1","3.2","12442","80242","18.4","5.0","50481","22153","51.3","6.3","61000","17413","7.7","3.5","30625","15304","53.6","4.9","75246","13307","26.4","3.7","69067","8341","12.3","2.6","28583","9073","1345","174","77515","7800","48.9","9.6","80219","6795","51.1","9.6","70552","14920","65.3","9.9","83333","10055","23.1","9.5","42284","71723","11.6","6.8","67857","70749","1356","199","48529","18915","49.9","10.0","37969","19851","36.9","8.6","31359","13310","13.1","6.5","62596","31201","50.1","10.0","51378","18891","39.0","9.3","37253","16925","11.1","6.4","107984","45556","28.0","-888888888.0","(X)","-888888888","36.0","-888888888.0","(X)","(X)","20.1","-888888888.0","(X)","(X)",
"1400000US06085502202","Census Tract 5022.02, Santa Clara County, California","1337","87","78807","6119","69.6","7.0","81741","14780","9.4","6.2","80234","76587","2.4","2.0","50833","69719","12.9","3.6","80833","35996","0.0","2.9","-","-222222222","4.9","3.8","75551","25214","0.8","1.2","-","-222222222","8.7","4.2","60417","30997","66.7","6.9","85227","16846","2.5","2.3","77083","90313","37.0","6.4","99125","31483","47.4","6.5","76029","7933","13.0","3.4","37273","11563","580","101","99875","13872","37.4","8.3","89479","89790","62.6","8.3","100139","12577","79.0","12.0","107000","20962","17.4","11.7","94531","30740","3.6","4.1","237614","223988","757","95","59962","13317","55.7","10.0","65625","16026","51.3","9.8","59848","19703","4.5","3.9","131786","122860","44.3","10.0","51146","20077","35.7","10.1","41803","6436","8.6","6.7","111635","90148","19.2","-888888888.0","(X)","-888888888","19.7","-888888888.0","(X)","(X)","18.9","-888888888.0","(X)","(X)",
"1400000US06085502301","Census Tract 5023.01, Santa Clara County, California","1279","86","92760","31809","81.4","7.3","104821","23289","5.2","5.8","-","-222222222","0.0","3.1","-","-222222222","5.6","4.3","61944","111255","0.0","3.1","-","-222222222","6.6","6.0","49118","28945","1.2","2.1","-","-222222222","11.0","6.8","61172","13179","78.1","7.5","104893","23273","1.2","2.1","-","-222222222","32.8","6.5","93958","32041","48.8","6.2","115833","23016","17.2","4.4","54643","22079","858","123","112569","22692","47.0","10.0","153011","75004","53.0","10.0","75313","45632","72.3","6.8","127813","47329","10.5","7.5","38235","102601","17.2","8.7","60486","46705","421","116","66250","47638","53.4","17.6","32540","32535","46.8","18.5","24728","15710","6.7","6.7","84833","375933","46.6","17.6","80417","41432","26.4","16.3","80938","91246","20.2","16.8","72311","104748","16.5","-888888888.0","(X)","-888888888","15.5","-888888888.0","(X)","(X)","18.5","-888888888.0","(X)","(X)",
"1400000US06085502302","Census Tract 5023.02, Santa Clara County, California","1233","82","66888","8037","74.1","9.5","79605","28180","1.7","2.7","-","-222222222","1.2","2.1","-","-222222222","5.1","4.5","65417","145218","0.0","3.2","-","-222222222","12.2","8.4","25132","26610","5.7","5.6","21989","143660","24.3","9.6","26776","57528","63.4","9.5","73971","25130","4.8","4.6","12458","94976","36.8","7.8","65833","9841","45.6","8.6","68750","26780","12.8","4.7","108304","60736","626","101","101886","25908","44.9","9.0","96058","67873","55.1","9.0","102215","57666","81.2","12.6","121563","37739","9.9","8.3","78438","165597","8.9","9.7","26184","3690","607","112","40982","33789","60.0","15.7","59470","26351","47.6","15.7","40446","38851","12.4","9.0","81875","75542","40.0","15.7","20540","20676","35.9","16.1","17373","7650","4.1","4.9","144583","34944","25.0","-888888888.0","(X)","-888888888","37.2","-888888888.0","(X)","(X)","12.4","-888888888.0","(X)","(X)",
"1400000US06085502400","Census Tract 5024, Santa Clara County, California","2847","113","105369","14909","87.4","4.7","105982","19887","1.9","1.8","228977","73377","0.0","1.4","-","-222222222","4.1","2.4","164940","33452","1.1","1.4","57778","32357","4.4","3.2","75843","12224","1.1","1.2","104539","117498","14.7","4.5","76977","25918","77.1","5.2","107277","17818","0.8","0.9","177857","311066","34.9","4.7","150069","16779","46.2","4.8","107796","32483","18.1","3.1","42250","18825","1775","161","122188","25916","47.5","7.4","140045","31535","52.5","7.4","107300","33513","72.5","7.9","142969","24947","20.6","5.9","106250","53715","6.9","4.2","64044","50262","1072","178","76750","50210","55.8","11.7","50946","26700","48.4","10.8","43862","13354","7.4","5.7","201458","123417","44.2","11.7","96515","46966","25.7","10.3","57917","44970","18.5","9.9","153500","96946","21.8","-888888888.0","(X)","-888888888","11.3","-888888888.0","(X)","(X)","27.1","-888888888.0","(X)","(X)",
"1400000US06085502500","Census Tract 5025, Santa Clara County, California","2347","137","119375","15668","80.8","4.9","123672","11796","1.2","1.4","250,000+","-333333333","0.3","0.4","-","-222222222","7.8","3.8","74643","229935","0.0","1.7","-","-222222222","7.7","3.1","85943","18105","2.2","2.1","76471","62933","14.6","4.7","92153","47292","73.9","4.7","122474","14988","0.0","1.7","-","-222222222","33.2","5.3","142930","27606","42.6","5.5","134091","35491","24.2","2.7","50380","16054","1592","171","122969","17467","42.3","6.2","152366","34360","57.7","6.2","109526","24075","80.9","5.9","143023","19303","15.8","5.0","64806","5382","3.3","3.7","101840","67480","755","172","90649","36577","56.4","13.0","56333","22238","37.5","14.3","34313","33391","18.9","8.7","152782","39929","43.6","13.0","104647","49459","34.2","12.9","92372","31315","9.4","10.3","129836","122765","18.3","-888888888.0","(X)","-888888888","17.6","-888888888.0","(X)","(X)","19.7","-888888888.0","(X)","(X)",
"1400000US06085502601","Census Tract 5026.01, Santa Clara County, California","1232","57","101125","18198","89.2","4.5","92337","15839","1.1","1.6","-","-222222222","0.0","3.2","-","-222222222","6.9","3.1","200469","144134","0.0","3.2","-","-222222222","2.0","2.7","-","-222222222","0.8","1.1","-","-222222222","6.2","3.9","213200","84582","85.1","5.5","91848","17041","2.5","3.8","-","-222222222","21.1","4.4","214100","30661","35.5","3.7","140382","14950","40.9","4.7","44500","5105","683","77","141750","19077","30.0","5.9","214375","44901","70.0","5.9","131136","36686","89.5","5.8","157614","36688","7.2","5.1","100938","34364","3.4","3.4","92054","41597","549","96","41771","16505","61.9","12.6","29104","19180","54.3","12.2","29575","24765","7.7","7.5","26694","155762","38.1","12.6","53594","26170","36.4","12.7","47292","26473","1.6","2.6","-","-222222222","27.6","-888888888.0","(X)","-888888888","26.1","-888888888.0","(X)","(X)","27.3","-888888888.0","(X)","(X)",
"1400000US06085502603","Census Tract 5026.03, Santa Clara County, California","1016","70","97090","14508","83.1","9.3","105667","53386","1.5","2.6","-","-222222222","0.0","3.9","-","-222222222","8.6","6.4","77250","121719","0.0","3.9","-","-222222222","6.9","7.1","66280","4452","0.0","3.9","-","-222222222","5.5","6.7","66707","7693","83.1","9.3","105667","53386","2.5","2.6","72596","106415","21.2","5.8","150417","62519","50.5","6.8","107250","59375","25.9","5.8","77946","9789","779","100","127137","52550","39.8","8.1","152315","40622","60.2","8.1","96433","63082","94.7","7.1","150278","41111","5.3","7.1","-","**","0.0","5.0","-","**","237","91","54301","22604","61.2","17.0","54228","40230","36.7","20.6","81339","64559","24.5","18.8","53676","1913","38.8","17.0","62656","72764","38.8","17.0","62656","72764","0.0","15.5","-","-222222222","14.9","-888888888.0","(X)","-888888888","15.7","-888888888.0","(X)","(X)","12.2","-888888888.0","(X)","(X)",
"1400000US06085502604","Census Tract 5026.04, Santa Clara County, California","2218","123","63000","8623","72.9","7.9","67332","9853","3.6","3.4","19628","105788","0.0","1.8","-","-222222222","15.5","6.1","33393","36121","0.0","1.8","-","-222222222","2.8","2.9","137821","173390","5.3","4.4","54089","118271","12.2","5.0","54219","6731","67.2","7.5","71083","11168","4.4","4.0","19468","3073","56.3","5.3","80094","9172","30.8","4.6","50313","16392","8.5","1.9","50714","58029","896","180","71250","15732","33.0","12.6","90227","87242","67.0","12.6","69881","12334","56.4","12.8","75288","20760","31.8","11.3","51188","55601","11.8","9.4","73036","29455","1322","213","60549","13077","47.9","7.5","72250","19787","30.9","7.8","51750","45738","16.9","6.2","88264","34246","52.1","7.5","50982","19007","43.1","8.3","44762","20516","9.0","6.3","83417","63777","20.3","-888888888.0","(X)","-888888888","28.3","-888888888.0","(X)","(X)","13.8","-888888888.0","(X)","(X)",
